Period,CDID,Seasonal Adjustment,Account Type,BOP Service,Value,Unit,Measure Type
year/2019,HBOM,SA,Current Account,"Primary income,Investment income",-11446,gbp-million,summary-of-balance-of-payments
year/2019,MT5X,SA,Current Account,"Primary income,Other primary income",-1155,gbp-million,summary-of-balance-of-payments
year/2019,HBOJ,SA,Current Account,"Primary income,Total",-13058,gbp-million,summary-of-balance-of-payments
year/2019,FNSV,SA,Current Account,"Secondary income,General government",-23221,gbp-million,summary-of-balance-of-payments
year/2019,FNTC,SA,Current Account,"Secondary income,Other sectors",-3198,gbp-million,summary-of-balance-of-payments
year/2019,IKBP,SA,Current Account,"Secondary income,Total",-26419,gbp-million,summary-of-balance-of-payments
year/2019,HBOP,SA,Current Account,Current balance,-60165,gbp-million,summary-of-balance-of-payments
year/2019,FNVQ,SA,Current Account,Capital balance,-1322,gbp-million,summary-of-balance-of-payments
year/2020,BOKI,SA,Current Account,Trade in goods,-129305,gbp-million,summary-of-balance-of-payments
year/2020,IKBD,SA,Current Account,Trade in services,135661,gbp-million,summary-of-balance-of-payments
year/2020,IKBJ,SA,Current Account,Total trade,6356,gbp-million,summary-of-balance-of-payments
year/2020,IJAJ,SA,Current Account,"Primary income,Compensation of employees",-249,gbp-million,summary-of-balance-of-payments
year/2020,HBOM,SA,Current Account,"Primary income,Investment income",-29145,gbp-million,summary-of-balance-of-payments
year/2020,MT5X,SA,Current Account,"Primary income,Other primary income",-2311,gbp-million,summary-of-balance-of-payments
year/2020,HBOJ,SA,Current Account,"Primary income,Total",-31705,gbp-million,summary-of-balance-of-payments
year/2020,FNSV,SA,Current Account,"Secondary income,General government",-25122,gbp-million,summary-of-balance-of-payments
year/2020,FNTC,SA,Current Account,"Secondary income,Other sectors",-3321,gbp-million,summary-of-balance-of-payments
year/2020,IKBP,SA,Current Account,"Secondary income,Total",-28443,gbp-million,summary-of-balance-of-payments
year/2020,HBOP,SA,Current Account,Current balance,-53792,gbp-million,summary-of-balance-of-payments
year/2020,FNVQ,SA,Current Account,Capital balance,-2530,gbp-million,summary-of-balance-of-payments
year/2021,BOKI,SA,Current Account,Trade in goods,-156066,gbp-million,summary-of-balance-of-payments
year/2021,IKBD,SA,Current Account,Trade in services,126959,gbp-million,summary-of-balance-of-payments
year/2021,IKBJ,SA,Current Account,Total trade,-29107,gbp-million,summary-of-balance-of-payments
year/2021,IJAJ,SA,Current Account,"Primary income,Compensation of employees",-74,gbp-million,summary-of-balance-of-payments
year/2021,HBOM,SA,Current Account,"Primary income,Investment income",-11852,gbp-million,summary-of-balance-of-payments
year/2021,MT5X,SA,Current Account,"Primary income,Other primary income",14,gbp-million,summary-of-balance-of-payments
year/2021,HBOJ,SA,Current Account,"Primary income,Total",-11912,gbp-million,summary-of-balance-of-payments
year/2021,FNSV,SA,Current Account,"Secondary income,General government",-14480,gbp-million,summary-of-balance-of-payments
year/2021,FNTC,SA,Current Account,"Secondary income,Other sectors",-4451,gbp-million,summary-of-balance-of-payments
year/2021,IKBP,SA,Current Account,"Secondary income,Total",-18931,gbp-million,summary-of-balance-of-payments
year/2021,HBOP,SA,Current Account,Current balance,-59950,gbp-million,summary-of-balance-of-payments
year/2021,FNVQ,SA,Current Account,Capital balance,-2697,gbp-million,summary-of-balance-of-payments
quarter/1997-Q1,BOKI,SA,Current Account,Trade in goods,-2803,gbp-million,summary-of-balance-of-payments
quarter/1997-Q1,IKBD,SA,Current Account,Trade in services,4779,gbp-million,summary-of-balance-of-payments
quarter/1997-Q1,IKBJ,SA,Current Account,Total trade,1976,gbp-million,summary-of-balance-of-payments
quarter/1997-Q1,IJAJ,SA,Current Account,"Primary income,Compensation of employees",56,gbp-million,summary-of-balance-of-payments
quarter/1997-Q1,HBOM,SA,Current Account,"Primary income,Investment income",203,gbp-million,summary-of-balance-of-payments
quarter/1997-Q1,MT5X,SA,Current Account,"Primary income,Other primary income",223,gbp-million,summary-of-balance-of-payments
quarter/1997-Q1,HBOJ,SA,Current Account,"Primary income,Total",482,gbp-million,summary-of-balance-of-payments
quarter/1997-Q1,FNSV,SA,Current Account,"Secondary income,General government",-1810,gbp-million,summary-of-balance-of-payments
quarter/1997-Q1,FNTC,SA,Current Account,"Secondary income,Other sectors",7,gbp-million,summary-of-balance-of-payments
quarter/1997-Q1,IKBP,SA,Current Account,"Secondary income,Total",-1803,gbp-million,summary-of-balance-of-payments
quarter/1997-Q1,HBOP,SA,Current Account,Current balance,655,gbp-million,summary-of-balance-of-payments
quarter/1997-Q1,FNVQ,SA,Current Account,Capital balance,154,gbp-million,summary-of-balance-of-payments
quarter/1997-Q2,BOKI,SA,Current Account,Trade in goods,-4619,gbp-million,summary-of-balance-of-payments
quarter/1997-Q2,IKBD,SA,Current Account,Trade in services,4428,gbp-million,summary-of-balance-of-payments
quarter/1997-Q2,IKBJ,SA,Current Account,Total trade,-191,gbp-million,summary-of-balance-of-payments
quarter/1997-Q2,IJAJ,SA,Current Account,"Primary income,Compensation of employees",-13,gbp-million,summary-of-balance-of-payments
quarter/1997-Q2,HBOM,SA,Current Account,"Primary income,Investment income",549,gbp-million,summary-of-balance-of-payments
quarter/1997-Q2,MT5X,SA,Current Account,"Primary income,Other primary income",133,gbp-million,summary-of-balance-of-payments
quarter/1997-Q2,HBOJ,SA,Current Account,"Primary income,Total",669,gbp-million,summary-of-balance-of-payments
quarter/1997-Q2,FNSV,SA,Current Account,"Secondary income,General government",-1695,gbp-million,summary-of-balance-of-payments
quarter/1997-Q2,FNTC,SA,Current Account,"Secondary income,Other sectors",194,gbp-million,summary-of-balance-of-payments
quarter/1997-Q2,IKBP,SA,Current Account,"Secondary income,Total",-1501,gbp-million,summary-of-balance-of-payments
quarter/1997-Q2,HBOP,SA,Current Account,Current balance,-1023,gbp-million,summary-of-balance-of-payments
quarter/1997-Q2,FNVQ,SA,Current Account,Capital balance,18,gbp-million,summary-of-balance-of-payments
quarter/1997-Q3,BOKI,SA,Current Account,Trade in goods,-3901,gbp-million,summary-of-balance-of-payments
quarter/1997-Q3,IKBD,SA,Current Account,Trade in services,5282,gbp-million,summary-of-balance-of-payments
quarter/1997-Q3,IKBJ,SA,Current Account,Total trade,1381,gbp-million,summary-of-balance-of-payments
quarter/1997-Q3,IJAJ,SA,Current Account,"Primary income,Compensation of employees",4,gbp-million,summary-of-balance-of-payments
quarter/1997-Q3,HBOM,SA,Current Account,"Primary income,Investment income",-50,gbp-million,summary-of-balance-of-payments
quarter/1997-Q3,MT5X,SA,Current Account,"Primary income,Other primary income",175,gbp-million,summary-of-balance-of-payments
quarter/1997-Q3,HBOJ,SA,Current Account,"Primary income,Total",129,gbp-million,summary-of-balance-of-payments
quarter/1997-Q3,FNSV,SA,Current Account,"Secondary income,General government",-1488,gbp-million,summary-of-balance-of-payments
quarter/1997-Q3,FNTC,SA,Current Account,"Secondary income,Other sectors",-125,gbp-million,summary-of-balance-of-payments
quarter/1997-Q3,IKBP,SA,Current Account,"Secondary income,Total",-1613,gbp-million,summary-of-balance-of-payments
quarter/1997-Q3,HBOP,SA,Current Account,Current balance,-103,gbp-million,summary-of-balance-of-payments
quarter/1997-Q3,FNVQ,SA,Current Account,Capital balance,121,gbp-million,summary-of-balance-of-payments
quarter/1997-Q4,BOKI,SA,Current Account,Trade in goods,-4397,gbp-million,summary-of-balance-of-payments
quarter/1997-Q4,IKBD,SA,Current Account,Trade in services,4238,gbp-million,summary-of-balance-of-payments
quarter/1997-Q4,IKBJ,SA,Current Account,Total trade,-159,gbp-million,summary-of-balance-of-payments
quarter/1997-Q4,IJAJ,SA,Current Account,"Primary income,Compensation of employees",36,gbp-million,summary-of-balance-of-payments
quarter/1997-Q4,HBOM,SA,Current Account,"Primary income,Investment income",-814,gbp-million,summary-of-balance-of-payments
quarter/1997-Q4,MT5X,SA,Current Account,"Primary income,Other primary income",154,gbp-million,summary-of-balance-of-payments
quarter/1997-Q4,HBOJ,SA,Current Account,"Primary income,Total",-624,gbp-million,summary-of-balance-of-payments
quarter/1997-Q4,FNSV,SA,Current Account,"Secondary income,General government",-984,gbp-million,summary-of-balance-of-payments
quarter/1997-Q4,FNTC,SA,Current Account,"Secondary income,Other sectors",-165,gbp-million,summary-of-balance-of-payments
quarter/1997-Q4,IKBP,SA,Current Account,"Secondary income,Total",-1149,gbp-million,summary-of-balance-of-payments
quarter/1997-Q4,HBOP,SA,Current Account,Current balance,-1932,gbp-million,summary-of-balance-of-payments
quarter/1997-Q4,FNVQ,SA,Current Account,Capital balance,216,gbp-million,summary-of-balance-of-payments
quarter/1998-Q1,BOKI,SA,Current Account,Trade in goods,-5163,gbp-million,summary-of-balance-of-payments
quarter/1998-Q1,IKBD,SA,Current Account,Trade in services,4441,gbp-million,summary-of-balance-of-payments
quarter/1998-Q1,IKBJ,SA,Current Account,Total trade,-722,gbp-million,summary-of-balance-of-payments
quarter/1998-Q1,IJAJ,SA,Current Account,"Primary income,Compensation of employees",90,gbp-million,summary-of-balance-of-payments
quarter/1998-Q1,HBOM,SA,Current Account,"Primary income,Investment income",-925,gbp-million,summary-of-balance-of-payments
quarter/1998-Q1,MT5X,SA,Current Account,"Primary income,Other primary income",207,gbp-million,summary-of-balance-of-payments
quarter/1998-Q1,HBOJ,SA,Current Account,"Primary income,Total",-628,gbp-million,summary-of-balance-of-payments
quarter/1998-Q1,FNSV,SA,Current Account,"Secondary income,General government",-2486,gbp-million,summary-of-balance-of-payments
quarter/1998-Q1,FNTC,SA,Current Account,"Secondary income,Other sectors",179,gbp-million,summary-of-balance-of-payments
quarter/1998-Q1,IKBP,SA,Current Account,"Secondary income,Total",-2307,gbp-million,summary-of-balance-of-payments
quarter/1998-Q1,HBOP,SA,Current Account,Current balance,-3657,gbp-million,summary-of-balance-of-payments
quarter/1998-Q1,FNVQ,SA,Current Account,Capital balance,-159,gbp-million,summary-of-balance-of-payments
quarter/1998-Q2,BOKI,SA,Current Account,Trade in goods,-6623,gbp-million,summary-of-balance-of-payments
quarter/1998-Q2,IKBD,SA,Current Account,Trade in services,4399,gbp-million,summary-of-balance-of-payments
quarter/1998-Q2,IKBJ,SA,Current Account,Total trade,-2224,gbp-million,summary-of-balance-of-payments
quarter/1998-Q2,IJAJ,SA,Current Account,"Primary income,Compensation of employees",-40,gbp-million,summary-of-balance-of-payments
quarter/1998-Q2,HBOM,SA,Current Account,"Primary income,Investment income",404,gbp-million,summary-of-balance-of-payments
quarter/1998-Q2,MT5X,SA,Current Account,"Primary income,Other primary income",185,gbp-million,summary-of-balance-of-payments
quarter/1998-Q2,HBOJ,SA,Current Account,"Primary income,Total",549,gbp-million,summary-of-balance-of-payments
quarter/1998-Q2,FNSV,SA,Current Account,"Secondary income,General government",-1656,gbp-million,summary-of-balance-of-payments
quarter/1998-Q2,FNTC,SA,Current Account,"Secondary income,Other sectors",-106,gbp-million,summary-of-balance-of-payments
quarter/1998-Q2,IKBP,SA,Current Account,"Secondary income,Total",-1762,gbp-million,summary-of-balance-of-payments
quarter/1998-Q2,HBOP,SA,Current Account,Current balance,-3437,gbp-million,summary-of-balance-of-payments
quarter/1998-Q2,FNVQ,SA,Current Account,Capital balance,-191,gbp-million,summary-of-balance-of-payments
quarter/1998-Q3,BOKI,SA,Current Account,Trade in goods,-6864,gbp-million,summary-of-balance-of-payments
quarter/1998-Q3,IKBD,SA,Current Account,Trade in services,4596,gbp-million,summary-of-balance-of-payments
quarter/1998-Q3,IKBJ,SA,Current Account,Total trade,-2268,gbp-million,summary-of-balance-of-payments
quarter/1998-Q3,IJAJ,SA,Current Account,"Primary income,Compensation of employees",-32,gbp-million,summary-of-balance-of-payments
quarter/1998-Q3,HBOM,SA,Current Account,"Primary income,Investment income",5134,gbp-million,summary-of-balance-of-payments
quarter/1998-Q3,MT5X,SA,Current Account,"Primary income,Other primary income",199,gbp-million,summary-of-balance-of-payments
quarter/1998-Q3,HBOJ,SA,Current Account,"Primary income,Total",5301,gbp-million,summary-of-balance-of-payments
quarter/1998-Q3,FNSV,SA,Current Account,"Secondary income,General government",-1813,gbp-million,summary-of-balance-of-payments
quarter/1998-Q3,FNTC,SA,Current Account,"Secondary income,Other sectors",3,gbp-million,summary-of-balance-of-payments
quarter/1998-Q3,IKBP,SA,Current Account,"Secondary income,Total",-1810,gbp-million,summary-of-balance-of-payments
quarter/1998-Q3,HBOP,SA,Current Account,Current balance,1223,gbp-million,summary-of-balance-of-payments
quarter/1998-Q3,FNVQ,SA,Current Account,Capital balance,39,gbp-million,summary-of-balance-of-payments
quarter/1998-Q4,BOKI,SA,Current Account,Trade in goods,-7237,gbp-million,summary-of-balance-of-payments
quarter/1998-Q4,IKBD,SA,Current Account,Trade in services,4778,gbp-million,summary-of-balance-of-payments
quarter/1998-Q4,IKBJ,SA,Current Account,Total trade,-2459,gbp-million,summary-of-balance-of-payments
quarter/1998-Q4,IJAJ,SA,Current Account,"Primary income,Compensation of employees",-28,gbp-million,summary-of-balance-of-payments
quarter/1998-Q4,HBOM,SA,Current Account,"Primary income,Investment income",4464,gbp-million,summary-of-balance-of-payments
quarter/1998-Q4,MT5X,SA,Current Account,"Primary income,Other primary income",227,gbp-million,summary-of-balance-of-payments
quarter/1998-Q4,HBOJ,SA,Current Account,"Primary income,Total",4663,gbp-million,summary-of-balance-of-payments
quarter/1998-Q4,FNSV,SA,Current Account,"Secondary income,General government",-2979,gbp-million,summary-of-balance-of-payments
quarter/1998-Q4,FNTC,SA,Current Account,"Secondary income,Other sectors",30,gbp-million,summary-of-balance-of-payments
quarter/1998-Q4,IKBP,SA,Current Account,"Secondary income,Total",-2949,gbp-million,summary-of-balance-of-payments
quarter/1998-Q4,HBOP,SA,Current Account,Current balance,-745,gbp-million,summary-of-balance-of-payments
quarter/1998-Q4,FNVQ,SA,Current Account,Capital balance,50,gbp-million,summary-of-balance-of-payments
quarter/1999-Q1,BOKI,SA,Current Account,Trade in goods,-8582,gbp-million,summary-of-balance-of-payments
quarter/1999-Q1,IKBD,SA,Current Account,Trade in services,3648,gbp-million,summary-of-balance-of-payments
quarter/1999-Q1,IKBJ,SA,Current Account,Total trade,-4934,gbp-million,summary-of-balance-of-payments
quarter/1999-Q1,IJAJ,SA,Current Account,"Primary income,Compensation of employees",39,gbp-million,summary-of-balance-of-payments
quarter/1999-Q1,HBOM,SA,Current Account,"Primary income,Investment income",-1527,gbp-million,summary-of-balance-of-payments
quarter/1999-Q1,MT5X,SA,Current Account,"Primary income,Other primary income",219,gbp-million,summary-of-balance-of-payments
quarter/1999-Q1,HBOJ,SA,Current Account,"Primary income,Total",-1269,gbp-million,summary-of-balance-of-payments
quarter/1999-Q1,FNSV,SA,Current Account,"Secondary income,General government",-2155,gbp-million,summary-of-balance-of-payments
quarter/1999-Q1,FNTC,SA,Current Account,"Secondary income,Other sectors",-101,gbp-million,summary-of-balance-of-payments
quarter/1999-Q1,IKBP,SA,Current Account,"Secondary income,Total",-2256,gbp-million,summary-of-balance-of-payments
quarter/1999-Q1,HBOP,SA,Current Account,Current balance,-8459,gbp-million,summary-of-balance-of-payments
quarter/1999-Q1,FNVQ,SA,Current Account,Capital balance,-102,gbp-million,summary-of-balance-of-payments
