Period,CDID,Seasonal Adjustment,Account Type,BOP Service,Value,Unit,Measure Type
quarter/2009-Q4,HBOJ,SA,Balances,Primary income Total,-989,gbp-million,current-account
quarter/2009-Q4,FNSV,SA,Balances,Secondary income Central government,-2842,gbp-million,current-account
quarter/2009-Q4,FNTC,SA,Balances,Secondary income Other sectors,-457,gbp-million,current-account
quarter/2009-Q4,IKBP,SA,Balances,Secondary income  Total,-3299,gbp-million,current-account
quarter/2009-Q4,HBOP,SA,Balances,Current balance,-10890,gbp-million,current-account
quarter/2010-Q1,BOKI,SA,Balances,Trade in goods,-22114,gbp-million,current-account
quarter/2010-Q1,IKBD,SA,Balances,Trade in services,15610,gbp-million,current-account
quarter/2010-Q1,IKBJ,SA,Balances,Trade Total,-6504,gbp-million,current-account
quarter/2010-Q1,IJAJ,SA,Balances,Primary income Compensation of employees,-40,gbp-million,current-account
quarter/2010-Q1,HBOM,SA,Balances,Primary income Investment income,153,gbp-million,current-account
quarter/2010-Q1,MT5X,SA,Balances,Primary income Other primary income,176,gbp-million,current-account
quarter/2010-Q1,HBOJ,SA,Balances,Primary income Total,289,gbp-million,current-account
quarter/2010-Q1,FNSV,SA,Balances,Secondary income Central government,-3855,gbp-million,current-account
quarter/2010-Q1,FNTC,SA,Balances,Secondary income Other sectors,-678,gbp-million,current-account
quarter/2010-Q1,IKBP,SA,Balances,Secondary income  Total,-4533,gbp-million,current-account
quarter/2010-Q1,HBOP,SA,Balances,Current balance,-10748,gbp-million,current-account
quarter/2010-Q2,BOKI,SA,Balances,Trade in goods,-23246,gbp-million,current-account
quarter/2010-Q2,IKBD,SA,Balances,Trade in services,17317,gbp-million,current-account
quarter/2010-Q2,IKBJ,SA,Balances,Trade Total,-5929,gbp-million,current-account
quarter/2010-Q2,IJAJ,SA,Balances,Primary income Compensation of employees,-96,gbp-million,current-account
quarter/2010-Q2,HBOM,SA,Balances,Primary income Investment income,763,gbp-million,current-account
quarter/2010-Q2,MT5X,SA,Balances,Primary income Other primary income,-10,gbp-million,current-account
quarter/2010-Q2,HBOJ,SA,Balances,Primary income Total,657,gbp-million,current-account
quarter/2010-Q2,FNSV,SA,Balances,Secondary income Central government,-3523,gbp-million,current-account
quarter/2010-Q2,FNTC,SA,Balances,Secondary income Other sectors,-760,gbp-million,current-account
quarter/2010-Q2,IKBP,SA,Balances,Secondary income  Total,-4283,gbp-million,current-account
quarter/2010-Q2,HBOP,SA,Balances,Current balance,-9555,gbp-million,current-account
quarter/2010-Q3,BOKI,SA,Balances,Trade in goods,-26126,gbp-million,current-account
quarter/2010-Q3,IKBD,SA,Balances,Trade in services,16959,gbp-million,current-account
quarter/2010-Q3,IKBJ,SA,Balances,Trade Total,-9167,gbp-million,current-account
quarter/2010-Q3,IJAJ,SA,Balances,Primary income Compensation of employees,-88,gbp-million,current-account
quarter/2010-Q3,HBOM,SA,Balances,Primary income Investment income,-525,gbp-million,current-account
quarter/2010-Q3,MT5X,SA,Balances,Primary income Other primary income,-24,gbp-million,current-account
quarter/2010-Q3,HBOJ,SA,Balances,Primary income Total,-637,gbp-million,current-account
quarter/2010-Q3,FNSV,SA,Balances,Secondary income Central government,-4102,gbp-million,current-account
quarter/2010-Q3,FNTC,SA,Balances,Secondary income Other sectors,-805,gbp-million,current-account
quarter/2010-Q3,IKBP,SA,Balances,Secondary income  Total,-4907,gbp-million,current-account
quarter/2010-Q3,HBOP,SA,Balances,Current balance,-14711,gbp-million,current-account
quarter/2010-Q4,BOKI,SA,Balances,Trade in goods,-26718,gbp-million,current-account
quarter/2010-Q4,IKBD,SA,Balances,Trade in services,18101,gbp-million,current-account
quarter/2010-Q4,IKBJ,SA,Balances,Trade Total,-8617,gbp-million,current-account
quarter/2010-Q4,IJAJ,SA,Balances,Primary income Compensation of employees,-165,gbp-million,current-account
quarter/2010-Q4,HBOM,SA,Balances,Primary income Investment income,548,gbp-million,current-account
quarter/2010-Q4,MT5X,SA,Balances,Primary income Other primary income,-27,gbp-million,current-account
quarter/2010-Q4,HBOJ,SA,Balances,Primary income Total,356,gbp-million,current-account
quarter/2010-Q4,FNSV,SA,Balances,Secondary income Central government,-5565,gbp-million,current-account
quarter/2010-Q4,FNTC,SA,Balances,Secondary income Other sectors,-659,gbp-million,current-account
quarter/2010-Q4,IKBP,SA,Balances,Secondary income  Total,-6224,gbp-million,current-account
quarter/2010-Q4,HBOP,SA,Balances,Current balance,-14485,gbp-million,current-account
quarter/2011-Q1,BOKI,SA,Balances,Trade in goods,-20625,gbp-million,current-account
quarter/2011-Q1,IKBD,SA,Balances,Trade in services,19134,gbp-million,current-account
quarter/2011-Q1,IKBJ,SA,Balances,Trade Total,-1491,gbp-million,current-account
quarter/2011-Q1,IJAJ,SA,Balances,Primary income Compensation of employees,-48,gbp-million,current-account
quarter/2011-Q1,HBOM,SA,Balances,Primary income Investment income,1781,gbp-million,current-account
quarter/2011-Q1,MT5X,SA,Balances,Primary income Other primary income,-41,gbp-million,current-account
quarter/2011-Q1,HBOJ,SA,Balances,Primary income Total,1692,gbp-million,current-account
quarter/2011-Q1,FNSV,SA,Balances,Secondary income Central government,-4860,gbp-million,current-account
quarter/2011-Q1,FNTC,SA,Balances,Secondary income Other sectors,-511,gbp-million,current-account
quarter/2011-Q1,IKBP,SA,Balances,Secondary income  Total,-5371,gbp-million,current-account
quarter/2011-Q1,HBOP,SA,Balances,Current balance,-5170,gbp-million,current-account
quarter/2011-Q2,BOKI,SA,Balances,Trade in goods,-27929,gbp-million,current-account
quarter/2011-Q2,IKBD,SA,Balances,Trade in services,22085,gbp-million,current-account
quarter/2011-Q2,IKBJ,SA,Balances,Trade Total,-5844,gbp-million,current-account
quarter/2011-Q2,IJAJ,SA,Balances,Primary income Compensation of employees,-66,gbp-million,current-account
quarter/2011-Q2,HBOM,SA,Balances,Primary income Investment income,4559,gbp-million,current-account
quarter/2011-Q2,MT5X,SA,Balances,Primary income Other primary income,82,gbp-million,current-account
quarter/2011-Q2,HBOJ,SA,Balances,Primary income Total,4575,gbp-million,current-account
quarter/2011-Q2,FNSV,SA,Balances,Secondary income Central government,-3630,gbp-million,current-account
quarter/2011-Q2,FNTC,SA,Balances,Secondary income Other sectors,-817,gbp-million,current-account
quarter/2011-Q2,IKBP,SA,Balances,Secondary income  Total,-4447,gbp-million,current-account
quarter/2011-Q2,HBOP,SA,Balances,Current balance,-5716,gbp-million,current-account
quarter/2011-Q3,BOKI,SA,Balances,Trade in goods,-29216,gbp-million,current-account
quarter/2011-Q3,IKBD,SA,Balances,Trade in services,23814,gbp-million,current-account
quarter/2011-Q3,IKBJ,SA,Balances,Trade Total,-5402,gbp-million,current-account
quarter/2011-Q3,IJAJ,SA,Balances,Primary income Compensation of employees,-6,gbp-million,current-account
quarter/2011-Q3,HBOM,SA,Balances,Primary income Investment income,-995,gbp-million,current-account
quarter/2011-Q3,MT5X,SA,Balances,Primary income Other primary income,104,gbp-million,current-account
quarter/2011-Q3,HBOJ,SA,Balances,Primary income Total,-897,gbp-million,current-account
quarter/2011-Q3,FNSV,SA,Balances,Secondary income Central government,-5100,gbp-million,current-account
quarter/2011-Q3,FNTC,SA,Balances,Secondary income Other sectors,-538,gbp-million,current-account
quarter/2011-Q3,IKBP,SA,Balances,Secondary income  Total,-5638,gbp-million,current-account
quarter/2011-Q3,HBOP,SA,Balances,Current balance,-11937,gbp-million,current-account
quarter/2011-Q4,BOKI,SA,Balances,Trade in goods,-25230,gbp-million,current-account
quarter/2011-Q4,IKBD,SA,Balances,Trade in services,21199,gbp-million,current-account
quarter/2011-Q4,IKBJ,SA,Balances,Trade Total,-4031,gbp-million,current-account
quarter/2011-Q4,IJAJ,SA,Balances,Primary income Compensation of employees,-53,gbp-million,current-account
quarter/2011-Q4,HBOM,SA,Balances,Primary income Investment income,390,gbp-million,current-account
quarter/2011-Q4,MT5X,SA,Balances,Primary income Other primary income,82,gbp-million,current-account
quarter/2011-Q4,HBOJ,SA,Balances,Primary income Total,419,gbp-million,current-account
quarter/2011-Q4,FNSV,SA,Balances,Secondary income Central government,-4559,gbp-million,current-account
quarter/2011-Q4,FNTC,SA,Balances,Secondary income Other sectors,-807,gbp-million,current-account
quarter/2011-Q4,IKBP,SA,Balances,Secondary income  Total,-5366,gbp-million,current-account
quarter/2011-Q4,HBOP,SA,Balances,Current balance,-8978,gbp-million,current-account
quarter/2012-Q1,BOKI,SA,Balances,Trade in goods,-25091,gbp-million,current-account
quarter/2012-Q1,IKBD,SA,Balances,Trade in services,22409,gbp-million,current-account
quarter/2012-Q1,IKBJ,SA,Balances,Trade Total,-2682,gbp-million,current-account
quarter/2012-Q1,IJAJ,SA,Balances,Primary income Compensation of employees,-13,gbp-million,current-account
quarter/2012-Q1,HBOM,SA,Balances,Primary income Investment income,-2866,gbp-million,current-account
quarter/2012-Q1,MT5X,SA,Balances,Primary income Other primary income,79,gbp-million,current-account
quarter/2012-Q1,HBOJ,SA,Balances,Primary income Total,-2800,gbp-million,current-account
quarter/2012-Q1,FNSV,SA,Balances,Secondary income Central government,-4571,gbp-million,current-account
quarter/2012-Q1,FNTC,SA,Balances,Secondary income Other sectors,-589,gbp-million,current-account
quarter/2012-Q1,IKBP,SA,Balances,Secondary income  Total,-5160,gbp-million,current-account
quarter/2012-Q1,HBOP,SA,Balances,Current balance,-10642,gbp-million,current-account
quarter/2012-Q2,BOKI,SA,Balances,Trade in goods,-30152,gbp-million,current-account
quarter/2012-Q2,IKBD,SA,Balances,Trade in services,21137,gbp-million,current-account
quarter/2012-Q2,IKBJ,SA,Balances,Trade Total,-9015,gbp-million,current-account
quarter/2012-Q2,IJAJ,SA,Balances,Primary income Compensation of employees,-25,gbp-million,current-account
quarter/2012-Q2,HBOM,SA,Balances,Primary income Investment income,-3956,gbp-million,current-account
quarter/2012-Q2,MT5X,SA,Balances,Primary income Other primary income,-123,gbp-million,current-account
quarter/2012-Q2,HBOJ,SA,Balances,Primary income Total,-4104,gbp-million,current-account
quarter/2012-Q2,FNSV,SA,Balances,Secondary income Central government,-4152,gbp-million,current-account
quarter/2012-Q2,FNTC,SA,Balances,Secondary income Other sectors,-589,gbp-million,current-account
quarter/2012-Q2,IKBP,SA,Balances,Secondary income  Total,-4741,gbp-million,current-account
quarter/2012-Q2,HBOP,SA,Balances,Current balance,-17860,gbp-million,current-account
quarter/2012-Q3,BOKI,SA,Balances,Trade in goods,-27958,gbp-million,current-account
quarter/2012-Q3,IKBD,SA,Balances,Trade in services,22992,gbp-million,current-account
quarter/2012-Q3,IKBJ,SA,Balances,Trade Total,-4966,gbp-million,current-account
quarter/2012-Q3,IJAJ,SA,Balances,Primary income Compensation of employees,-42,gbp-million,current-account
quarter/2012-Q3,HBOM,SA,Balances,Primary income Investment income,-3603,gbp-million,current-account
quarter/2012-Q3,MT5X,SA,Balances,Primary income Other primary income,-125,gbp-million,current-account
quarter/2012-Q3,HBOJ,SA,Balances,Primary income Total,-3770,gbp-million,current-account
quarter/2012-Q3,FNSV,SA,Balances,Secondary income Central government,-4475,gbp-million,current-account
quarter/2012-Q3,FNTC,SA,Balances,Secondary income Other sectors,-698,gbp-million,current-account
quarter/2012-Q3,IKBP,SA,Balances,Secondary income  Total,-5173,gbp-million,current-account
quarter/2012-Q3,HBOP,SA,Balances,Current balance,-13909,gbp-million,current-account
quarter/2012-Q4,BOKI,SA,Balances,Trade in goods,-27821,gbp-million,current-account
quarter/2012-Q4,IKBD,SA,Balances,Trade in services,23280,gbp-million,current-account
quarter/2012-Q4,IKBJ,SA,Balances,Trade Total,-4541,gbp-million,current-account
quarter/2012-Q4,IJAJ,SA,Balances,Primary income Compensation of employees,-68,gbp-million,current-account
quarter/2012-Q4,HBOM,SA,Balances,Primary income Investment income,-6909,gbp-million,current-account
quarter/2012-Q4,MT5X,SA,Balances,Primary income Other primary income,-102,gbp-million,current-account
quarter/2012-Q4,HBOJ,SA,Balances,Primary income Total,-7079,gbp-million,current-account
quarter/2012-Q4,FNSV,SA,Balances,Secondary income Central government,-5051,gbp-million,current-account
quarter/2012-Q4,FNTC,SA,Balances,Secondary income Other sectors,-772,gbp-million,current-account
quarter/2012-Q4,IKBP,SA,Balances,Secondary income  Total,-5823,gbp-million,current-account
quarter/2012-Q4,HBOP,SA,Balances,Current balance,-17443,gbp-million,current-account
quarter/2013-Q1,BOKI,SA,Balances,Trade in goods,-27611,gbp-million,current-account
quarter/2013-Q1,IKBD,SA,Balances,Trade in services,26106,gbp-million,current-account
quarter/2013-Q1,IKBJ,SA,Balances,Trade Total,-1505,gbp-million,current-account
quarter/2013-Q1,IJAJ,SA,Balances,Primary income Compensation of employees,-95,gbp-million,current-account
quarter/2013-Q1,HBOM,SA,Balances,Primary income Investment income,-12380,gbp-million,current-account
quarter/2013-Q1,MT5X,SA,Balances,Primary income Other primary income,-99,gbp-million,current-account
quarter/2013-Q1,HBOJ,SA,Balances,Primary income Total,-12574,gbp-million,current-account
quarter/2013-Q1,FNSV,SA,Balances,Secondary income Central government,-5516,gbp-million,current-account
quarter/2013-Q1,FNTC,SA,Balances,Secondary income Other sectors,-858,gbp-million,current-account
quarter/2013-Q1,IKBP,SA,Balances,Secondary income  Total,-6374,gbp-million,current-account
quarter/2013-Q1,HBOP,SA,Balances,Current balance,-20453,gbp-million,current-account
quarter/2013-Q2,BOKI,SA,Balances,Trade in goods,-31302,gbp-million,current-account
quarter/2013-Q2,IKBD,SA,Balances,Trade in services,25650,gbp-million,current-account
quarter/2013-Q2,IKBJ,SA,Balances,Trade Total,-5652,gbp-million,current-account
quarter/2013-Q2,IJAJ,SA,Balances,Primary income Compensation of employees,-62,gbp-million,current-account
quarter/2013-Q2,HBOM,SA,Balances,Primary income Investment income,-5463,gbp-million,current-account
quarter/2013-Q2,MT5X,SA,Balances,Primary income Other primary income,-111,gbp-million,current-account
quarter/2013-Q2,HBOJ,SA,Balances,Primary income Total,-5636,gbp-million,current-account
quarter/2013-Q2,FNSV,SA,Balances,Secondary income Central government,-5733,gbp-million,current-account
quarter/2013-Q2,FNTC,SA,Balances,Secondary income Other sectors,-708,gbp-million,current-account
quarter/2013-Q2,IKBP,SA,Balances,Secondary income  Total,-6441,gbp-million,current-account
quarter/2013-Q2,HBOP,SA,Balances,Current balance,-17729,gbp-million,current-account
quarter/2013-Q3,BOKI,SA,Balances,Trade in goods,-30668,gbp-million,current-account
quarter/2013-Q3,IKBD,SA,Balances,Trade in services,25172,gbp-million,current-account
quarter/2013-Q3,IKBJ,SA,Balances,Trade Total,-5496,gbp-million,current-account
quarter/2013-Q3,IJAJ,SA,Balances,Primary income Compensation of employees,-80,gbp-million,current-account
quarter/2013-Q3,HBOM,SA,Balances,Primary income Investment income,-8774,gbp-million,current-account
quarter/2013-Q3,MT5X,SA,Balances,Primary income Other primary income,-145,gbp-million,current-account
quarter/2013-Q3,HBOJ,SA,Balances,Primary income Total,-8999,gbp-million,current-account
quarter/2013-Q3,FNSV,SA,Balances,Secondary income Central government,-6073,gbp-million,current-account
quarter/2013-Q3,FNTC,SA,Balances,Secondary income Other sectors,-741,gbp-million,current-account
quarter/2013-Q3,IKBP,SA,Balances,Secondary income  Total,-6814,gbp-million,current-account
quarter/2013-Q3,HBOP,SA,Balances,Current balance,-21309,gbp-million,current-account
quarter/2013-Q4,BOKI,SA,Balances,Trade in goods,-34101,gbp-million,current-account
quarter/2013-Q4,IKBD,SA,Balances,Trade in services,23319,gbp-million,current-account
quarter/2013-Q4,IKBJ,SA,Balances,Trade Total,-10782,gbp-million,current-account
quarter/2013-Q4,IJAJ,SA,Balances,Primary income Compensation of employees,-89,gbp-million,current-account
quarter/2013-Q4,HBOM,SA,Balances,Primary income Investment income,-8937,gbp-million,current-account
quarter/2013-Q4,MT5X,SA,Balances,Primary income Other primary income,-119,gbp-million,current-account
quarter/2013-Q4,HBOJ,SA,Balances,Primary income Total,-9145,gbp-million,current-account
quarter/2013-Q4,FNSV,SA,Balances,Secondary income Central government,-5355,gbp-million,current-account
quarter/2013-Q4,FNTC,SA,Balances,Secondary income Other sectors,-756,gbp-million,current-account
quarter/2013-Q4,IKBP,SA,Balances,Secondary income  Total,-6111,gbp-million,current-account
quarter/2013-Q4,HBOP,SA,Balances,Current balance,-26038,gbp-million,current-account
quarter/2014-Q1,BOKI,SA,Balances,Trade in goods,-30261,gbp-million,current-account
quarter/2014-Q1,IKBD,SA,Balances,Trade in services,22761,gbp-million,current-account
quarter/2014-Q1,IKBJ,SA,Balances,Trade Total,-7500,gbp-million,current-account
quarter/2014-Q1,IJAJ,SA,Balances,Primary income Compensation of employees,-77,gbp-million,current-account
quarter/2014-Q1,HBOM,SA,Balances,Primary income Investment income,-7457,gbp-million,current-account
quarter/2014-Q1,MT5X,SA,Balances,Primary income Other primary income,-84,gbp-million,current-account
quarter/2014-Q1,HBOJ,SA,Balances,Primary income Total,-7618,gbp-million,current-account
quarter/2014-Q1,FNSV,SA,Balances,Secondary income Central government,-4927,gbp-million,current-account
quarter/2014-Q1,FNTC,SA,Balances,Secondary income Other sectors,-866,gbp-million,current-account
quarter/2014-Q1,IKBP,SA,Balances,Secondary income  Total,-5793,gbp-million,current-account
quarter/2014-Q1,HBOP,SA,Balances,Current balance,-20911,gbp-million,current-account
quarter/2014-Q2,BOKI,SA,Balances,Trade in goods,-28709,gbp-million,current-account
quarter/2014-Q2,IKBD,SA,Balances,Trade in services,23905,gbp-million,current-account
quarter/2014-Q2,IKBJ,SA,Balances,Trade Total,-4804,gbp-million,current-account
quarter/2014-Q2,IJAJ,SA,Balances,Primary income Compensation of employees,-90,gbp-million,current-account
quarter/2014-Q2,HBOM,SA,Balances,Primary income Investment income,-7788,gbp-million,current-account
quarter/2014-Q2,MT5X,SA,Balances,Primary income Other primary income,-186,gbp-million,current-account
quarter/2014-Q2,HBOJ,SA,Balances,Primary income Total,-8064,gbp-million,current-account
quarter/2014-Q2,FNSV,SA,Balances,Secondary income Central government,-5638,gbp-million,current-account
quarter/2014-Q2,FNTC,SA,Balances,Secondary income Other sectors,-639,gbp-million,current-account
quarter/2014-Q2,IKBP,SA,Balances,Secondary income  Total,-6277,gbp-million,current-account
quarter/2014-Q2,HBOP,SA,Balances,Current balance,-19145,gbp-million,current-account
quarter/2014-Q3,BOKI,SA,Balances,Trade in goods,-34235,gbp-million,current-account
quarter/2014-Q3,IKBD,SA,Balances,Trade in services,25727,gbp-million,current-account
quarter/2014-Q3,IKBJ,SA,Balances,Trade Total,-8508,gbp-million,current-account
quarter/2014-Q3,IJAJ,SA,Balances,Primary income Compensation of employees,-133,gbp-million,current-account
quarter/2014-Q3,HBOM,SA,Balances,Primary income Investment income,-10740,gbp-million,current-account
quarter/2014-Q3,MT5X,SA,Balances,Primary income Other primary income,-176,gbp-million,current-account
quarter/2014-Q3,HBOJ,SA,Balances,Primary income Total,-11049,gbp-million,current-account
quarter/2014-Q3,FNSV,SA,Balances,Secondary income Central government,-3816,gbp-million,current-account
quarter/2014-Q3,FNTC,SA,Balances,Secondary income Other sectors,-820,gbp-million,current-account
quarter/2014-Q3,IKBP,SA,Balances,Secondary income  Total,-4636,gbp-million,current-account
quarter/2014-Q3,HBOP,SA,Balances,Current balance,-24193,gbp-million,current-account
quarter/2014-Q4,BOKI,SA,Balances,Trade in goods,-37474,gbp-million,current-account
quarter/2014-Q4,IKBD,SA,Balances,Trade in services,25187,gbp-million,current-account
quarter/2014-Q4,IKBJ,SA,Balances,Trade Total,-12287,gbp-million,current-account
quarter/2014-Q4,IJAJ,SA,Balances,Primary income Compensation of employees,-169,gbp-million,current-account
quarter/2014-Q4,HBOM,SA,Balances,Primary income Investment income,-11744,gbp-million,current-account
quarter/2014-Q4,MT5X,SA,Balances,Primary income Other primary income,-208,gbp-million,current-account
quarter/2014-Q4,HBOJ,SA,Balances,Primary income Total,-12121,gbp-million,current-account
quarter/2014-Q4,FNSV,SA,Balances,Secondary income Central government,-6437,gbp-million,current-account
quarter/2014-Q4,FNTC,SA,Balances,Secondary income Other sectors,-801,gbp-million,current-account
quarter/2014-Q4,IKBP,SA,Balances,Secondary income  Total,-7238,gbp-million,current-account
quarter/2014-Q4,HBOP,SA,Balances,Current balance,-31646,gbp-million,current-account
quarter/2015-Q1,BOKI,SA,Balances,Trade in goods,-35794,gbp-million,current-account
quarter/2015-Q1,IKBD,SA,Balances,Trade in services,23679,gbp-million,current-account
quarter/2015-Q1,IKBJ,SA,Balances,Trade Total,-12115,gbp-million,current-account
quarter/2015-Q1,IJAJ,SA,Balances,Primary income Compensation of employees,-73,gbp-million,current-account
quarter/2015-Q1,HBOM,SA,Balances,Primary income Investment income,-10509,gbp-million,current-account
quarter/2015-Q1,MT5X,SA,Balances,Primary income Other primary income,-229,gbp-million,current-account
quarter/2015-Q1,HBOJ,SA,Balances,Primary income Total,-10811,gbp-million,current-account
quarter/2015-Q1,FNSV,SA,Balances,Secondary income Central government,-4929,gbp-million,current-account
quarter/2015-Q1,FNTC,SA,Balances,Secondary income Other sectors,-818,gbp-million,current-account
quarter/2015-Q1,IKBP,SA,Balances,Secondary income  Total,-5747,gbp-million,current-account
quarter/2015-Q1,HBOP,SA,Balances,Current balance,-28673,gbp-million,current-account
quarter/2015-Q2,BOKI,SA,Balances,Trade in goods,-28044,gbp-million,current-account
quarter/2015-Q2,IKBD,SA,Balances,Trade in services,23651,gbp-million,current-account
quarter/2015-Q2,IKBJ,SA,Balances,Trade Total,-4393,gbp-million,current-account
quarter/2015-Q2,IJAJ,SA,Balances,Primary income Compensation of employees,-82,gbp-million,current-account
quarter/2015-Q2,HBOM,SA,Balances,Primary income Investment income,-6535,gbp-million,current-account
quarter/2015-Q2,MT5X,SA,Balances,Primary income Other primary income,-309,gbp-million,current-account
quarter/2015-Q2,HBOJ,SA,Balances,Primary income Total,-6926,gbp-million,current-account
quarter/2015-Q2,FNSV,SA,Balances,Secondary income Central government,-5018,gbp-million,current-account
quarter/2015-Q2,FNTC,SA,Balances,Secondary income Other sectors,-890,gbp-million,current-account
quarter/2015-Q2,IKBP,SA,Balances,Secondary income  Total,-5908,gbp-million,current-account
quarter/2015-Q2,HBOP,SA,Balances,Current balance,-17227,gbp-million,current-account
quarter/2015-Q3,BOKI,SA,Balances,Trade in goods,-30263,gbp-million,current-account
quarter/2015-Q3,IKBD,SA,Balances,Trade in services,22306,gbp-million,current-account
quarter/2015-Q3,IKBJ,SA,Balances,Trade Total,-7957,gbp-million,current-account
quarter/2015-Q3,IJAJ,SA,Balances,Primary income Compensation of employees,138,gbp-million,current-account
quarter/2015-Q3,HBOM,SA,Balances,Primary income Investment income,-9207,gbp-million,current-account
quarter/2015-Q3,MT5X,SA,Balances,Primary income Other primary income,-297,gbp-million,current-account
quarter/2015-Q3,HBOJ,SA,Balances,Primary income Total,-9366,gbp-million,current-account
quarter/2015-Q3,FNSV,SA,Balances,Secondary income Central government,-4153,gbp-million,current-account
quarter/2015-Q3,FNTC,SA,Balances,Secondary income Other sectors,-656,gbp-million,current-account
quarter/2015-Q3,IKBP,SA,Balances,Secondary income  Total,-4809,gbp-million,current-account
quarter/2015-Q3,HBOP,SA,Balances,Current balance,-22132,gbp-million,current-account
quarter/2015-Q4,BOKI,SA,Balances,Trade in goods,-31513,gbp-million,current-account
quarter/2015-Q4,IKBD,SA,Balances,Trade in services,26046,gbp-million,current-account
quarter/2015-Q4,IKBJ,SA,Balances,Trade Total,-5467,gbp-million,current-account
quarter/2015-Q4,IJAJ,SA,Balances,Primary income Compensation of employees,-72,gbp-million,current-account
quarter/2015-Q4,HBOM,SA,Balances,Primary income Investment income,-18677,gbp-million,current-account
quarter/2015-Q4,MT5X,SA,Balances,Primary income Other primary income,-296,gbp-million,current-account
quarter/2015-Q4,HBOJ,SA,Balances,Primary income Total,-19045,gbp-million,current-account
quarter/2015-Q4,FNSV,SA,Balances,Secondary income Central government,-6535,gbp-million,current-account
quarter/2015-Q4,FNTC,SA,Balances,Secondary income Other sectors,-876,gbp-million,current-account
quarter/2015-Q4,IKBP,SA,Balances,Secondary income  Total,-7411,gbp-million,current-account
quarter/2015-Q4,HBOP,SA,Balances,Current balance,-31923,gbp-million,current-account
quarter/2016-Q1,BOKI,SA,Balances,Trade in goods,-32638,gbp-million,current-account
quarter/2016-Q1,IKBD,SA,Balances,Trade in services,25325,gbp-million,current-account
quarter/2016-Q1,IKBJ,SA,Balances,Trade Total,-7313,gbp-million,current-account
quarter/2016-Q1,IJAJ,SA,Balances,Primary income Compensation of employees,12,gbp-million,current-account
quarter/2016-Q1,HBOM,SA,Balances,Primary income Investment income,-15239,gbp-million,current-account
quarter/2016-Q1,MT5X,SA,Balances,Primary income Other primary income,-330,gbp-million,current-account
quarter/2016-Q1,HBOJ,SA,Balances,Primary income Total,-15557,gbp-million,current-account
quarter/2016-Q1,FNSV,SA,Balances,Secondary income Central government,-4824,gbp-million,current-account
quarter/2016-Q1,FNTC,SA,Balances,Secondary income Other sectors,-901,gbp-million,current-account
quarter/2016-Q1,IKBP,SA,Balances,Secondary income  Total,-5725,gbp-million,current-account
quarter/2016-Q1,HBOP,SA,Balances,Current balance,-28595,gbp-million,current-account
quarter/2016-Q2,BOKI,SA,Balances,Trade in goods,-32719,gbp-million,current-account
quarter/2016-Q2,IKBD,SA,Balances,Trade in services,26951,gbp-million,current-account
quarter/2016-Q2,IKBJ,SA,Balances,Trade Total,-5768,gbp-million,current-account
quarter/2016-Q2,IJAJ,SA,Balances,Primary income Compensation of employees,-55,gbp-million,current-account
quarter/2016-Q2,HBOM,SA,Balances,Primary income Investment income,-14577,gbp-million,current-account
quarter/2016-Q2,MT5X,SA,Balances,Primary income Other primary income,-159,gbp-million,current-account
quarter/2016-Q2,HBOJ,SA,Balances,Primary income Total,-14791,gbp-million,current-account
quarter/2016-Q2,FNSV,SA,Balances,Secondary income Central government,-4653,gbp-million,current-account
quarter/2016-Q2,FNTC,SA,Balances,Secondary income Other sectors,-1027,gbp-million,current-account
quarter/2016-Q2,IKBP,SA,Balances,Secondary income  Total,-5680,gbp-million,current-account
quarter/2016-Q2,HBOP,SA,Balances,Current balance,-26239,gbp-million,current-account
quarter/2016-Q3,BOKI,SA,Balances,Trade in goods,-39899,gbp-million,current-account
quarter/2016-Q3,IKBD,SA,Balances,Trade in services,26375,gbp-million,current-account
quarter/2016-Q3,IKBJ,SA,Balances,Trade Total,-13524,gbp-million,current-account
quarter/2016-Q3,IJAJ,SA,Balances,Primary income Compensation of employees,-140,gbp-million,current-account
quarter/2016-Q3,HBOM,SA,Balances,Primary income Investment income,-10896,gbp-million,current-account
quarter/2016-Q3,MT5X,SA,Balances,Primary income Other primary income,-189,gbp-million,current-account
quarter/2016-Q3,HBOJ,SA,Balances,Primary income Total,-11225,gbp-million,current-account
quarter/2016-Q3,FNSV,SA,Balances,Secondary income Central government,-5681,gbp-million,current-account
quarter/2016-Q3,FNTC,SA,Balances,Secondary income Other sectors,-819,gbp-million,current-account
quarter/2016-Q3,IKBP,SA,Balances,Secondary income  Total,-6500,gbp-million,current-account
quarter/2016-Q3,HBOP,SA,Balances,Current balance,-31249,gbp-million,current-account
quarter/2016-Q4,BOKI,SA,Balances,Trade in goods,-33942,gbp-million,current-account
quarter/2016-Q4,IKBD,SA,Balances,Trade in services,27520,gbp-million,current-account
quarter/2016-Q4,IKBJ,SA,Balances,Trade Total,-6422,gbp-million,current-account
quarter/2016-Q4,IJAJ,SA,Balances,Primary income Compensation of employees,-177,gbp-million,current-account
quarter/2016-Q4,HBOM,SA,Balances,Primary income Investment income,-8570,gbp-million,current-account
quarter/2016-Q4,MT5X,SA,Balances,Primary income Other primary income,-218,gbp-million,current-account
quarter/2016-Q4,HBOJ,SA,Balances,Primary income Total,-8965,gbp-million,current-account
