TrueSitcNotation,Label,Notation,Parent Notation,Sort Priority
059.95,Juice of any other single fruit or vegetable,05995,05900,403
059.96,Mixtures of fruit or vegetable juices,05996,05900,404
061,"Sugars, molasses and honey",06100,06,405
061.1,"Sugars, beet or cane, raw, in solid form, not containing added flavouring matter",06110,06100,406
061.11,"Cane sugar, raw, in solid form, not containing added flavouring or colouring matter",06111,06100,407
061.12,"Beet sugar, raw, in solid form, not containing added flavouring or colouring matter",06112,06100,408
061.2,"Beet or cane sugar, nes, and chemically pure sucrose in solid form",06120,06100,409
061.21,"Beet or cane sugar and chemically pure sucrose in solid form, containing added flavouring or colouring matter",06121,06100,410
061.29,"Beet or cane sugar and chemically pure sucrose in solid form, nes",06129,06100,411
061.5,Molasses resulting from the extraction or refining of sugar,06150,06100,412
061.51,Cane molasses resulting from the extraction or refining of sugar,06151,06100,413
061.59,Beet sugar molasses and other molasses (eg corn molasses) resulting from the ext or refining of sugar,06159,06100,414
061.6,Natural honey,06160,06100,415
061.9,Other sugars in solid form; sugar syrups exc added flavouring/colouring; art honey(inc/exc nat honey); caramel,06190,06100,416
061.91,Lactose and lactose syrup,06191,06100,417
061.92,Maple sugar and maple syrup,06192,06100,418
061.93,"Glucose (dextrose) and glucose syrup,not ctg fructose or ctg, in the dry state, <20% by wgt of fructose",06193,06100,419
061.94,"Glucose and glucose syrup, ctg, in the dry state, at least 20% but not more than 50% by weight of fructose",06194,06100,420
061.95,Pure fructose,06195,06100,421
061.96,"Other fructose and fructose syrup, containing in the dry state more than 50% by weight of fructose",06196,06100,422
061.99,"Other sugars (inc invert sugar), syrups and sugar products of heading 061.90, nes",06199,06100,423
062,Sugar confectionery,06200,06,424
062.1,"Fruit, nuts, fruit-peel and other parts of plants, preserved by sugar or other sweetening matter",06210,06200,425
062.2,"Sugar confectionery (including white chocolate), not containing cocoa",06220,06200,426
062.21,"Chewing gum, whether or not sugar-coated",06221,06200,427
062.29,"Sugar confectionery, nes",06229,06200,428
071,Coffee and coffee substitutes,07100,07,429
071.1,"Coffee, not roasted, whether or not decaffeinated; coffee husks and skins",07110,07100,430
071.11,"Coffee, not roasted, not decaffeinated",07111,07100,431
071.12,"Coffee, not roasted, decaffeinated",07112,07100,432
071.13,Coffee husks and skins,07113,07100,433
071.2,"Coffee, roasted",07120,07100,434
071.3,"Coffee extracts, essences & concentrates; coffee- based prp; coffee substitutes & extracts, essences thereof",07130,07100,435
071.31,"Extracts, essences and cnt of coffee and prp with a basis of these products or with a basis of coffee",07131,07100,436
071.32,Coffee substitutes containing coffee in any proportion; coffee husks and skins,07132,07100,437
071.33,"Roasted chicory and other roasted coffee subs (not ctg coffee) and extracts, essences and cnt thereof",07133,07100,438
072,Cocoa,07200,07,439
072.1,"Cocoa beans, whole or broken, raw or roasted",07210,07200,440
072.2,Cocoa powder not containing added sugar or other sweetening matter,07220,07200,441
072.3,"Cocoa paste, whether or not defatted",07230,07200,442
072.31,"Cocoa paste, not defatted (licor)",07231,07200,443
072.32,"Cocoa paste, wholly or partly defatted (cocoa cake)",07232,07200,444
072.4,"Cocoa butter, fat or oil",07240,07200,445
072.5,"Cocoa shells, husks, skins and other cocoa waste",07250,07200,446
073,"Chocolate and other food preparations containing cocoa, nes",07300,07,447
073.1,Cocoa powder containing added sugar or other sweetening matter,07310,07300,448
073.2,"Food prp nes ctg cocoa,in blocks,bars or slabs in liquid/paste/powder/granular form weighing more than 2kg",07320,07300,449
073.3,"Food preparations, containing cocoa, in blocks, slabs and bars,whether or not filled,nes",07330,07300,450
073.9,"Food preparations containing cocoa, nes",07390,07300,451
074,Tea and mate,07400,07,452
074.1,"Tea,whether or not flavoured",07410,07400,453
074.11,"Green tea (not fermented) in immediate packings of a content not exceeding 3kg,whether or mot flavoured",07411,07400,454
074.12,Green tea (not fermented) other than in hdg 074.11,07412,07400,455
074.13,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",07413,07400,456
074.14,Black tea (fermented) and other partly fermented tea other than in hdg 074.13,07414,07400,457
074.3,"Mate; ext, essences and cnt of tea or mate, & prp with a basis of tea, mate, or their ext, essences or cnt",07430,07400,458
074.31,Mate,07431,07400,459
074.32,"Ext, essences and cnt of tea or mate, and prp with a basis of tea, mate, or their ext, essences or cnt",07432,07400,460
075,Spices,07500,07,461
075.1,"Pepper of the genus 'piper'; fruits of the genus 'capsicum' or the genus 'pimenta', dried, crushed or ground",07510,07500,462
075.11,"Pepper, neither crushed nor ground.",07511,07500,463
075.12,"Pepper, crushed or ground",07512,07500,464
075.13,"Fruits of the genus 'capsicum'or the genus 'pimenta', dried, crushed or ground",07513,07500,465
075.2,Spices (except pepper and pimento),07520,07500,466
075.21,Vanilla,07521,07500,467
075.22,"Cinnamon and cinnamon-tree flowers, neither crushed nor ground",07522,07500,468
075.23,"Cinnamon and cinnamon-tree flowers, crushed or ground",07523,07500,469
075.24,"Cloves (whole fruit, cloves and stems)",07524,07500,470
075.25,"Nutmeg, mace and cardamoms",07525,07500,471
075.26,"Seeds of anise, badian, fennel, coriander, cumin, or caraway;juniper berries",07526,07500,472
075.27,Ginger (excluding ginger preserved in sugar or conserved in syrup),07527,07500,473
075.28,"Thyme, saffron and bay leaves",07528,07500,474
075.29,Other spices; mixtures of two or more of the products of different headings of group 075,07529,07500,475
081,Feeding stuff for animals (not including unmilled cereals),08100,08,476
081.1,"Hay and fodder, green or dry",08110,08100,477
081.11,"Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form of pellets",08111,08100,478
081.12,Lucerne (alfalfa) meal and pellets,08112,08100,479
081.13,"Swedes,mangolds,fodder roots,hay,clover,sainfoin forage kale, lupines, vetches and similar forage products,",08113,08100,480
081.19,"Veg residues & by-pdt, veg mat & waste, whether or not in pellet form, of a kind used for animal food, nes",08119,08100,481
081.2,"Bran/sharps/residues,in pellet form or not,derived from sifting milling or wkg cereals of leguminous plants",08120,08100,482
081.23,"Bran, sharps & residues, in pellet form or not, derived from sifting, milling or wkg of leguminous plants",08123,08100,483
081.24,"Bran, sharps & residues, whether or not in pellet form, derived from sifting, milling or wkg of maize (corn)",08124,08100,484
081.25,"Bran, sharps & other residues, whether or not in pellet form, derived from sifting, milling or wkg of rice",08125,08100,485
081.26,"Bran, sharps & other residues, whether or not in pellet form, derived from sifting, milling or wkg of wheat",08126,08100,486
081.29,"Bran, sharps & residues, whether or not in pellet form, derived from sifting, milling or wkg of cereals nes",08129,08100,487
081.3,"Oil-cake & solid residues resulting from the ext of fats or oils from oilseeds, oleaginous fruits etc",08130,08100,488
081.31,Oil-cake & solid residues resulting from the ext of fats or oils: of soya beans,08131,08100,489
081.32,Oil-cake & solid residues resulting from the ext of fats or oils: of groundnuts,08132,08100,490
081.33,Oil-cake & solid residues resulting from the ext of fats or oils: of cotton seeds,08133,08100,491
081.34,Oil-cake & solid residues resulting from the ext of fats or oils: of linseed,08134,08100,492
081.35,Oil-cake & solid residues resulting from the ext of fats or oils: of sunflower seeds,08135,08100,493
081.36,Oil-cake & solid residues resulting from the ext of fats or oils: of rape or colza seeds,08136,08100,494
081.37,Oil-cake & solid residues resulting from the ext of fats or oils: of coconut or copra,08137,08100,495
081.38,Oil-cake & solid residues resulting from the ext of fats or oils: of palm nuts or kernels,08138,08100,496
081.39,Oil-cake & solid residues resulting from the ext of fats or oils: other,08139,08100,497
081.4,"Flours, meals & pellets, of meat,meat offal, fish, crustaceans, molluscs etc not for human consumption;greaves",08140,08100,498
081.41,"Flours, meals and pellets, of meat or meat offal (including tankage), unfit for human consumption; greaves",08141,08100,499
081.42,"Flours, meals and pellets, of fish, crustaceans, molluscs etc, unfit for human consumption",08142,08100,500
081.5,"Residues of starch mfr, beet pulp, bagasse & waste of sugar manufacture, brewing or distilling dregs and waste",08150,08100,501
081.51,Residues of starch manufacture and similar residues,08151,08100,502
081.52,"Beet-pulp, bagasse and other waste of sugar manufacture",08152,08100,503
081.53,Brewing or distilling dregs and waste,08153,08100,504
081.9,"Food wastes and prepared animal feeds, nes",08190,08100,505
081.94,Wine lees; argol,08194,08100,506
081.95,"Dog or cat food, put up for retail sale",08195,08100,507
081.99,"Preparations of a kind used for animal food, nes",08199,08100,508
091,"Margarine; edible mixtures or prp of animal or vegetable fats or oils, other than of hdg 431.20",09100,09,509
091.01,Margarine (exc liquid margarine),09101,09100,510
091.09,"Edible mixtures or preparations of animal or veg fats/oils or of fractions of diff fats/oils, o/t hdg 431.20",09109,09100,511
098,"Edible products and preparations, nes",09800,09,512
098.1,Homogenized food preparations,09810,09800,513
098.11,Homogenized preparations from meat and edible meat offal,09811,09800,514
098.12,Homogenized vegetables,09812,09800,515
098.13,"Cooked fruit preparations, homogenized",09813,09800,516
098.14,Homogenized composite food preparations,09814,09800,517
098.4,Sauces & prp therefor; mixed condiments and seasonings; mustard; vinegar and sbs from acetic acid,09840,09800,518
098.41,Soya sauce,09841,09800,519
098.42,Tomato ketchup and other tomato sauces,09842,09800,520
098.43,Mustard flour and meal and prepared mustard,09843,09800,521
098.44,Vinegar and substitutes for vinegar obtained from acetic acid,09844,09800,522
098.49,Other sauces and preparations thereof; mixed condiments and mixed seasonings,09849,09800,523
098.5,Soups and broths and preparations therefor,09850,09800,524
098.6,"Yeasts; other single-cell micro-organisms, dead (other than hdg 541.63);prepared baking powders",09860,09800,525
098.9,"Food preparations, nes",09890,09800,526
098.91,"Pasta, cooked or stuffed; couscous, whether or not prepared",09891,09800,527
098.92,"Edible products of animal origin, nes",09892,09800,528
098.93,"Food prp for infants, for retail sale, or flour, meal, starch or malt extract (with or without cocoa powder)",09893,09800,529
098.94,Malt extract; (not ctg cocoa powder or < 50% by wgt) or of hdgs 022.4/022.1-022.32 (w/o cocoa or < 10%) nes,09894,09800,530
098.99,"Other food preparations, nes",09899,09800,531
111,"Non-alcoholic beverages, nes",11100,11,532
111.01,"Waters,(inc nat, art mineral & aerated waters) not ctg added sugar, sweetening matter or flavoured; ice & snow",11101,11100,533
111.02,"Mineral & aerated waters ctg added sugar or other sweetening or flavoured,& other non-alcoholic beverages nes",11102,11100,534
112,Alcoholic beverages,11200,11,535
112.1,Wine of fresh grapes (including fortified wine); grape must in fermentation or with fermentation arrested,11210,11200,536
112.11,Grape must in fermentation or with fermentation arrested by the addition of alcohol,11211,11200,537
112.13,Vermouth and other wines of fresh grapes flavoured with plants or aromatic substances,11213,11200,538
112.15,Sparkling wine,11215,11200,539
112.17,Wine (o/t sparkling) of fresh grapes; grape must with fermentation prevented/arrested by addition of alcohol,11217,11200,540
112.2,"Fermented beverages, nes (eg cider, perry, mead)",11220,11200,541
112.3,"Beer made from malt (including ale, stout and porter)",11230,11200,542
112.4,"Undenatured ethyl alc of an alc strength by vol of <80% vol; spirits, liqueurs and spirituous beverages nes",11240,11200,543
112.41,Whiskies,11241,11200,544
112.42,Spirits obtained by distilling grape wine or grape marc,11242,11200,545
112.43,Compound alcoholic preparations of a kind used for the manufacture of beverages,11243,11200,546
112.44,Rum and other spirits obtained by distilling fermented sugar cane products,11244,11200,547
112.45,Gin and geneva,11245,11200,548
112.49,"Spirits and distilled alcoholic beverages, nes",11249,11200,549
121,"Tobacco, unmanufactured; tobacco refuse",12100,12,550
121.1,"Tobacco, not stemmed/stripped",12110,12100,551
121.2,"Tobacco, wholly or partly stemmed/stripped",12120,12100,552
121.3,Tobacco refuse,12130,12100,553
122,"Tobacco, manufactured (whether or not containing tobacco substitutes)",12200,12,554
122.1,"Cigars, cheroots and cigarillos, containing tobacco",12210,12200,555
122.2,Cigarettes containing tobacco,12220,12200,556
122.3,"Other manufactured tobacco (including smoking and chewing tobacco, snuff); tobacco extracts and essences",12230,12200,557
122.31,"Cigars, cheroots, cigarillos and cigarettes, of tobacco substitutes",12231,12200,558
122.32,"Smoking tobacco, whether or not containing tobacco substitutes in any proportion",12232,12200,559
122.39,"Manufactured tobacco, extracts and essence, nes",12239,12200,560
211,"Hides and skins (except furskins), raw",21100,21,561
211.1,"Bovine or equine hides (o/t hdg 211.20),raw(fresh, salted,dried or o/w prs,but not tanned or further prd)",21110,21100,562
211.11,"Hides and skins (excluding those of heading 211.2) of bovine animals, fresh or wet-salted",21111,21100,563
211.12,"Other hides and skins of bovine animals, otherwise preserved",21112,21100,564
211.13,"Hides and skins of equine animals, of hdg 211.10",21113,21100,565
211.2,"Whole hides of bovine animals,wgt per skin nmt 8kg simply dried, 10kg dry-salted & 14kg fresh or o/w preserved",21120,21100,566
211.21,"Whole bovine animal hides wgt per skin nmt 8kg simply dried, 10kg dry-salted & 16kg frsh or o/w preserved",21121,21100,567
