Label,Notation,Parent Notation
"Inside aerials for radio or television broadcast receivers, incl. built-in types (excl. telescopic and whip-type aerials for portable apparatus or for apparatus for fitting in motor vehicles)",5291065,
Aerials (excl. inside and outside aerials for radio or television broadcast receivers and telescopic and whip-type aerials for portable apparatus or for apparatus for fitting in motor vehicles),5291069,
Aerial filters and separators,5291080,
"Aerial reflectors and parts suitable for use with aerials or aerial reflectors, n.e.s. (excl. aerial filters and separators)",5291095,
"Cabinets and cases of wood, for transmission and reception apparatus for radio-broadcasting or television, television cameras, digital cameras, video camera recorders, radar apparatus, radio navigational aid apparatus or radio remote control apparatus, monitors and projectors, n.e.s.",5299041,
"Cabinets and cases other than of wood, for transmission and reception apparatus for radio-broadcasting or television, television cameras, digital cameras, video camera recorders, radar apparatus, radio navigational aid apparatus or radio remote control apparatus, monitors and projectors, n.e.s.",5299049,
"Electronic assemblies suitable for use solely or principally with transmission and reception apparatus for radio-broadcasting or television, television cameras, digital cameras, video camera recorders, radar apparatus, radio navigational aid apparatus or radio remote control apparatus, monitors and projectors, n.e.s.",5299065,
"Parts suitable for use solely or principally with television cameras, reception apparatus for radio-broadcasting or television, and monitors and projectors, n.e.s. (excl. aerials, cabinets and casings, electronic assemblies and parts for monitors and projectors of a kind solely or principally used in an automatic data-processing machine)",5299092,
"Parts suitable for use solely or principally with transmission apparatus not incorporating reception apparatus for radio-broadcasting or television, video camera recorders, radar apparatus, radio navigational aid apparatus and remote control apparatus, n.e.s. (excl. assemblies and sub-assemblies, parts for digital cameras, aerials and aerial reflectors, and electronic assemblies)",5299097,
"Electrical signalling, safety or traffic control equipment for railways or tramways (excl. mechanical or electromechanical equipment of heading 8608)",5301000,
"Electrical signalling, safety or traffic control equipment (excl. that for railways or tramways and mechanical or electromechanical equipment of heading 8608)",5308000,
"Parts of electrical signalling, safety or traffic control equipment, n.e.s.",5309000,
"Burglar or fire alarms and similar apparatus, for use in buildings",5311030,
Burglar or fire alarms and similar apparatus (excl. those for use in motor vehicles or buildings),5311095,
"Indicator panels with light emitting diodes ""LED"" (excl. those of a kind used for motor vehicles, cycles or traffic signalling)",5312020,
"Indicator panels with matrix liquid crystal devices ""LCD"", active (excl. those of a kind used for motor vehicles, cycles or traffic signalling)",5312040,
"Indicator panels with liquid crystal devices ""LCD"" (excl. active matrix liquid crystal devices and those of a kind used for motor vehicles, cycles or traffic signalling)",5312095,
"Electric sound or visual signalling apparatus, with flat panel display devices (excl. indicator panels with liquid crystal devices or light emitting diodes, burglar or fire alarms and similar apparatus and apparatus for cycles, motor vehicles and traffic signalling)",5318020,
"Electric sound or visual signalling apparatus (excl. with flat panel display devices, indicator panels with liquid crystal devices or light emitting diodes, burglar or fire alarms and similar apparatus and apparatus for cycles, motor vehicles and traffic signalling)",5318095,
"Parts of indicator panels with liquid crystal displays ""LCD"" or light-emitting diodes ""LED"" and of electric sound or visual signalling equipment with flat panel display devices, n.e.s. (excl. of  multichip integrated circuits)",5319020,
"Parts of electric sound or visual signalling equipment, n.e.s. (excl. of indicator panels with liquid crystal devices or light emitting diodes, of electric sound or visual signalling apparatus with flat panel display devices and of multichip integrated circuits)",5319085,
"Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power-handling capacity of >= 0,5 kvar ""power capacitors""",5321000,
"Fixed electrical capacitors, tantalum (excl. power capacitors)",5322100,
"Fixed electrical capacitors, aluminium electrolytic (excl. power capacitors)",5322200,
"Fixed electrical capacitors, ceramic dielectric, single layer (excl. power capacitors)",5322300,
"Fixed electrical capacitors, dielectric of paper or plastics (excl. power capacitors)",5322500,
"Fixed electrical capacitors (excl. tantalum, aluminium electrolytic, ceramic, paper, plastic and power capacitors)",5322900,
"Variable or adjustable ""pre-set"" electrical capacitors",5323000,
"Parts of electrical ""pre-set"" capacitors, fixed, variable or adjustable, n.e.s.",5329000,
Fixed electrical resistors for a power handling capacity <= 20 W (excl. heating resistors),5332100,
Fixed electrical resistors for a power handling capacity > 20 W (excl. heating resistors),5332900,
"Wirewound variable electrical resistors, incl. rheostats and potentiometers, for a power handling capacity > 20 W (excl. heating resistors)",5333900,
"Electrical variable resistors, incl. rheostats and potentiometers, for a power handling capacity <= 20 W (excl. wirewound variable resistors and heating resistors)",5334010,
"Electrical variable resistors, incl. rheostats and potentiometers, for a power handling capacity > 20 W (excl. wirewound variable resistors and heating resistors)",5334090,
"Parts of electrical resistors, incl. rheostats and potentiometers, n.e.s.",5339000,
"Multilayer printed circuits, consisting only of conductor elements and contacts",5340011,
Printed circuits consisting only of conductor elements and contacts (excl. multiple printed circuits),5340019,
"Printed circuits consisting of conductor elements, contacts and other passive elements (excl. those with passive and active elements)",5340090,
"Automatic circuit breakers for a voltage > 1.000 V but < 72,5 kV",5352100,
"Automatic circuit breakers for a voltage >= 72,5 kV",5352900,
